"Modules","Category","SubCategory","ModelCode","Units","Description","Value","RefID","Comment","ValueType","MinValue","MaxValue","Temp","DataSource","DataTable","MayBeNonNumeric","ParameterCode"
"Risk","Exposure",,"CR_dw_1","[mL/kg-day]","Consumption rate, water (child aged 1-5)","Run Specific",277,"Tbl 3-21","Distribution",,,"44",,"Exposure_constant",0,"CR_dw_child1-5"
"Risk","Exposure",,"CR_dw_2","[mL/kg-day]","Consumption rate, water (child aged 6-11)","Run Specific",277,"Tbl 3-21","Distribution",,,"31",,"Exposure_constant",0,"CR_dw_child6-11"
"Risk","Exposure",,"CR_dw_3","[mL/kg-day]","Consumption rate, water (child aged 12-19)","Run Specific",277,"Tbl 3-21","Distribution",,,"25",,"Exposure_constant",0,"CR_dw_child12-19"
"Risk","Exposure",,"CR_dw_4","[mL/kg-day]","Consumption rate, water (adult)","Run Specific",277,"Tbl 3-21","Distribution",,,"34",,"Exposure_constant",0,"CR_dw_adult"
"Risk","Exposure",,"CR_exfruit_1","[g WW/kg BW/day]","Consumption rate, exposed fruit (child aged 1-5)","Run Specific",140,"Tbl 13-58","Distribution",,,"5.4",,"Exposure_constant",0,"CR_exfruit_child1-5"
"Risk","Exposure",,"CR_exfruit_2","[g WW/kg BW/day]","Consumption rate, exposed fruit (child aged 6-11)","Run Specific",140,"Tbl 13-58","Distribution",,,"7.0",,"Exposure_constant",0,"CR_exfruit_child6-11"
"Risk","Exposure",,"CR_exfruit_3","[g WW/kg BW/day]","Consumption rate, exposed fruit (child aged 12-19)","Run Specific",140,"Tbl 13-58","Distribution",,,"3.4",,"Exposure_constant",0,"CR_exfruit_child12-19"
"Risk","Exposure",,"CR_exfruit_4","[g WW/kg BW/day]","Consumption rate, exposed fruit (adult)","Receptor Specific",140,"Tbl 13-58","Distribution",,,"5.0",,"Exposure_constant",0,"CR_exfruit_adult"
"Risk","Exposure",,"CR_exveg_1","[g WW/kg BW/day]","Consumption rate, exposed vegetables (child aged 1-5)","Run Specific",140,"Tbl 13-60","Distribution",,,"6.4",,"Exposure_constant",0,"CR_exveg_child1-5"
"Risk","Exposure",,"CR_exveg_2","[g WW/kg BW/day]","Consumption rate, exposed vegetables (child aged 6-11)","Run Specific",140,"Tbl 13-60","Distribution",,,"3.2",,"Exposure_constant",0,"CR_exveg_child6-11"
"Risk","Exposure",,"CR_exveg_3","[g WW/kg BW/day]","Consumption rate, exposed vegetables (child aged 12-19)","Run Specific",140,"Tbl 13-60","Distribution",,,"2.4",,"Exposure_constant",0,"CR_exveg_child12-19"
"Risk","Exposure",,"CR_exveg_4","[g WW/kg BW/day]","Consumption rate, exposed vegetables (adult)","Receptor Specific",140,"Tbl 13-60","Distribution",,,"6.0",,"Exposure_constant",0,"CR_exveg_adult"
"Risk","Exposure",,"CR_fish_1","[g WW/day]","Consumption rate, fish (child aged 1-5)","Run Specific",278,"Tbl E-7","Distribution",,,"5.2",,"Exposure_constant",0,"CR_fish_child1-5"
"Risk","Exposure",,"CR_fish_2","[g WW/day]","Consumption rate, fish (child aged 6-11)","Run Specific",278,"Tbl E-7","Distribution",,,"7.7",,"Exposure_constant",0,"CR_fish_child6-11"
"Risk","Exposure",,"CR_fish_3","[g WW/day]","Consumption rate, fish (child aged 12-19)","Run Specific",278,"Tbl E-7","Distribution",,,"9.6",,"Exposure_constant",0,"CR_fish_child12-19"
"Risk","Exposure",,"CR_fish_4","[g WW/day]","Consumption rate, fish (adult)","Run Specific",278,"Tbl E-7","Distribution",,,"22",,"Exposure_constant",0,"CR_fish_adult"
"Risk","Exposure",,"CR_milk_1","[g WW/kg BW/day]","Consumption rate, milk (child aged 1-5)","Run Specific",276,"Tbl 11-4","Distribution",,,"59",,"Exposure_constant",0,"CR_milk_child1-5"
"Risk","Exposure",,"CR_milk_2","[g WW/kg BW/day]","Consumption rate, milk (child aged 6-11)","Run Specific",276,"Tbl 11-4","Distribution",,,"26",,"Exposure_constant",0,"CR_milk_child6-11"
"Risk","Exposure",,"CR_milk_3","[g WW/kg BW/day]","Consumption rate, milk (child aged 12-19)","Run Specific",276,"Tbl 11-4","Distribution",,,"12",,"Exposure_constant",0,"CR_milk_child12-19"
"Risk","Exposure",,"CR_milk_4","[g WW/kg BW/day]","Consumption rate, milk (adult)","Receptor Specific",140,"Tbl 13-25","Distribution",,,"35",,"Exposure_constant",0,"CR_milk_adult"
"Risk","Exposure",,"CR_profruit_1","[g WW/kg BW/day]","Consumption rate, protected fruit (child aged 1-5)","Run Specific",140,"Tbl 13-59","Distribution",,,"16",,"Exposure_constant",0,"CR_profruit_child1-5"
"Risk","Exposure",,"CR_profruit_2","[g WW/kg BW/day]","Consumption rate, protected fruit (child aged 6-11)","Run Specific",140,"Tbl 13-59","Distribution",,,"16",,"Exposure_constant",0,"CR_profruit_child6-11"
"Risk","Exposure",,"CR_profruit_3","[g WW/kg BW/day]","Consumption rate, protected fruit (child aged 12-19)","Run Specific",140,"Tbl 13-59","Distribution",,,"7.4",,"Exposure_constant",0,"CR_profruit_child12-19"
"Risk","Exposure",,"CR_profruit_4","[g WW/kg BW/day]","Consumption rate, protected fruit (adult)","Receptor Specific",140,"Tbl 13-59","Distribution",,,"14",,"Exposure_constant",0,"CR_profruit_adult"
"Risk","Exposure",,"CR_proveg_1","[g WW/kg BW/day]","Consumption rate, protected vegetables (child aged 1-5)","Run Specific",140,"Tbl 13-61","Distribution",,,"3.1",,"Exposure_constant",0,"CR_proveg_child1-5"
"Risk","Exposure",,"CR_proveg_2","[g WW/kg BW/day]","Consumption rate, protected vegetables (child aged 6-11)","Run Specific",140,"Tbl 13-61","Distribution",,,"2.1",,"Exposure_constant",0,"CR_proveg_child6-11"
"Risk","Exposure",,"CR_proveg_3","[g WW/kg BW/day]","Consumption rate, protected vegetables (child aged 12-19)","Run Specific",140,"Tbl 13-61","Distribution",,,"1.9",,"Exposure_constant",0,"CR_proveg_child12-19"
"Risk","Exposure",,"CR_proveg_4","[g WW/kg BW/day]","Consumption rate, protected vegetables (adult)","Receptor Specific",140,"Tbl 13-61","Distribution",,,"3.6",,"Exposure_constant",0,"CR_proveg_adult"
"Risk","Exposure",,"CR_root_1","[g WW/kg BW/day]","Consumption rate, root vegetables (child aged 1-5)","Run Specific",140,"Tbl 13-62","Distribution",,,"5.7",,"Exposure_constant",0,"CR_root_child1-5"
"Risk","Exposure",,"CR_root_2","[g WW/kg BW/day]","Consumption rate, root vegetables (child aged 6-11)","Run Specific",140,"Tbl 13-62","Distribution",,,"3.8",,"Exposure_constant",0,"CR_root_child6-11"
"Risk","Exposure",,"CR_root_3","[g WW/kg BW/day]","Consumption rate, root vegetables (child aged 12-19)","Run Specific",140,"Tbl 13-62","Distribution",,,"2.3",,"Exposure_constant",0,"CR_root_child12-19"
"Risk","Exposure",,"CR_root_4","[g WW/kg BW/day]","Consumption rate, root vegetables (adult)","Receptor Specific",140,"Tbl 13-62","Distribution",,,"3.1",,"Exposure_constant",0,"CR_root_adult"
"Risk","Exposure",,"CRs_1","[mg/day]","Consumption rate, soil (child aged 1-5)","Run Specific",221,"Tbl 5-1","Distribution",,,"40",,"Exposure_constant",0,"CRs_child1-5"
"Risk","Exposure",,"CRs_2","[mg/day]","Consumption rate, soil (child aged 6-11)","Run Specific",221,"Tbl 5-1","Distribution",,,"30",,"Exposure_constant",0,"CRs_child6-11"
"Risk","Exposure",,"CRs_3","[mg/day]","Consumption rate, soil (child aged 12-19)","Run Specific",221,"Tbl 5-1","Distribution",,,"10",,"Exposure_constant",0,"CRs_child12-19"
"Risk","Exposure",,"CRs_4","[mg/day]","Consumption rate, soil (adult)","Run Specific",221,"Tbl 5-1","Distribution",,,"10",,"Exposure_constant",0,"CRs_adult"
"Risk","Exposure",,"EF","[days/yr]","Exposure frequency (human, all ages)","350",142,,"Constant",,,"350",,"tbl_Model_Parameters:ExpFactor",0,"EF"
"Risk","Exposure",,"F_beef","[fraction]","Fraction contaminated (beef)","Receptor Specific",,,"Constant",,,"1",,"Exposure_constant",0,"F_beef"
"Risk","Exposure",,"F_dw","[fraction]","Fraction contaminated (drinking water)","1",142,,"Constant",,,"1",,"tbl_Model_Parameters:ExpFactor",0,"F_dw"
"Risk","Exposure",,"F_exfruit","[fraction]","Fraction contaminated (exposed fruit)","Receptor Specific",,,"Constant",,,"1",,"Exposure_constant",0,"F_exfruit"
"Risk","Exposure",,"F_exveg","[fraction]","Fraction contaminated (exposed vegetables)","Receptor Specific",,,"Constant",,,"1",,"Exposure_constant",0,"F_exveg"
"Risk","Exposure",,"F_fish","[fraction]","Fraction contaminated (fish)","1",142,,"Constant",,,"1",,"tbl_Model_Parameters:ExpFactor",0,"F_fish"
"Risk","Exposure",,"F_milk","[fraction]","Fraction contaminated (milk)","Receptor Specific",,,"Constant",,,"1",,"Exposure_constant",0,"F_milk"
"Risk","Exposure",,"F_profruit","[fraction]","Fraction contaminated (protected fruit)","Receptor Specific",,,"Constant",,,"1",,"Exposure_constant",0,"F_profruit"
"Risk","Exposure",,"F_proveg","[fraction]","Fraction contaminated (protected vegetables)","Receptor Specific",,,"Constant",,,"1",,"Exposure_constant",0,"F_proveg"
"Risk","Exposure",,"F_root","[fraction]","Fraction contaminated (root vegetables)","Receptor Specific",,,"Constant",,,"1",,"Exposure_constant",0,"F_root"
"Risk","Exposure",,"F_soil","[fraction]","Fraction contaminated (soil)","1",142,,"Constant",,,"1",,"tbl_Model_Parameters:ExpFactor",0,"F_soil"
"Risk","Exposure",,"F_T3","[fraction]","Fraction of fish consumed that are trophic level 3","0.36",171,"Tbl 10-66","Constant",,,"0.36",,"tbl_Model_Parameters:ExpFactor",0,"F_T3"
"Risk","Exposure",,"F_T4","[fraction]","Fraction of fish consumed that are trophic level 4","0.64",171,"Tbl 10-66","Constant",,,"0.64",,"tbl_Model_Parameters:ExpFactor",0,"F_T4"
"Risk","Exposure",,"L_exfruit","[fraction]","Food preparation loss for exposed fruit","0.21",171,"Tbl 13-6","Constant",,,"0.21",,"tbl_Model_Parameters:ExpFactor",0,"L_exfruit"
"Risk","Exposure",,"L_exveg","[fraction]","Food preparation loss for exposed vegetables","0.161",171,"Tbl 13-7","Constant",,,"0.161",,"tbl_Model_Parameters:ExpFactor",0,"L_exveg"
"Risk","Exposure",,"L_profruit","[fraction]","Food preparation loss for protected fruit","0.29",171,"Tbl 13-6","Constant",,,"0.29",,"tbl_Model_Parameters:ExpFactor",0,"L_profruit"
"Risk","Exposure",,"L_proveg","[fraction]","Food preparation loss for protected vegetables","0.13",171,"Tbl 13-7","Constant",,,"0.13",,"tbl_Model_Parameters:ExpFactor",0,"L_proveg"
"Risk","Exposure",,"L_root","[fraction]","Food preparation loss for root vegetables","0.053",171,"Tbl 13-7","Constant",,,"0.053",,"tbl_Model_Parameters:ExpFactor",0,"L_root"
"Risk","Exposure",,"L1_beef","[fraction]","Cooking loss for beef","0.27",171,"Tbl 13-5","Constant",,,"0.27",,"tbl_Model_Parameters:ExpFactor",0,"L1_beef"
"Risk","Exposure",,"L1_milk","[fraction]","Cooking loss for milk","0",142,,"Constant",,,"0",,"tbl_Model_Parameters:ExpFactor",0,"L1_milk"
"Risk","Exposure",,"L2_beef","[fraction]","Post-cooking loss for beef","0.24",171,"Tbl 13-5","Constant",,,"0.24",,"tbl_Model_Parameters:ExpFactor",0,"L2_beef"
"Risk","Exposure",,"L2_milk","[fraction]","Post-cooking loss for milk","0",142,,"Constant",,,"0",,"tbl_Model_Parameters:ExpFactor",0,"L2_milk"
"Risk","Exposure",,"SA_1","[yrs]","Age at start of exposure (child)","1",144,,"Constant",,,"1",,"tbl_Model_Parameters:ExpFactor",0,"SA_child"
"Risk","Exposure",,"SA_4","[yrs]","Age at start of exposure (adult)","20",144,,"Constant",,,"20",,"tbl_Model_Parameters:ExpFactor",0,"SA_adult"
"RiskMedia","Chemical","Toxicity","CSFOral","[per mg/kg-day]","Oral cancer slope factor (human toxicity)","Chemical Specific",,"1 HHB required","Constant",0.00,1.0e+06,"0",,"Chemical_constant",0,"CSFOral"
"RiskMedia","Chemical","Toxicity","IUR","[ug/m3]^-1","Inhalation unit risk (human toxicity, cancer)","Chemical Specific",,"1 HHB required","Constant",0.00,1.0e+06,"0",,"Chemical_constant",0,"IUR"
"RiskMedia","Chemical","Toxicity","RfC","[mg/m3]","Reference concentration (human toxicity, noncancer)","Chemical Specific",,"1 HHB required","Constant",0.00,100000.0,"0",,"Chemical_constant",0,"RfC"
"RiskMedia","Chemical","Toxicity","RfD","[mg/kg-day]","Reference dose (human toxicity, noncancer)","Chemical Specific",,"1 HHB required","Constant",0.00,100000.0,"0.3",,"Chemical_constant",0,"RfD"
"RiskMedia","Chemical","Toxicity","RfD_fish","[mg/kg-day]","Reference dose-fish ingestion (human toxicity, noncancer)","Chemical Specific",,"only for special chems","Constant",0.00,100000.0,"0.3",,"Chemical_constant",0,"RfD_fish"
"RiskMedia","Chemical","Toxicity","RfD_food","[mg/kg-day]","Reference dose-food ingestion (human toxicity, noncancer)","Chemical Specific",,"only for special chems","Constant",0.00,100000.0,"0.3",,"Chemical_constant",0,"RfD_food"
"RiskMedia","Chemical","Toxicity","RfD_soil","[mg/kg-day]","Reference dose-soil ingestion (human toxicity, noncancer)","Chemical Specific",,"only for special chems","Constant",0.00,100000.0,"0.3",,"Chemical_constant",0,"RfD_soil"
"RiskMedia","Chemical","Toxicity","RfD_water","[mg/kg-day]","Reference dose-water ingestion (human toxicity, noncancer)","Chemical Specific",,"only for special chems","Constant",0.00,100000.0,"0.3",,"Chemical_constant",0,"RfD_water"
"Shower","Exposure","Bathroom properties","Vb","[m3]","Volume of the bathroom","10",172,,"Constant",,,"10",,"tbl_Model_Parameters:ExpFactor",0,"Vb"
"Shower","Exposure","Exchange rate","Qbh","[L/min]","Volumetric exchange rate between the bathroom and the house","300",172,"Derived from data in McKone","Constant",,,"300",,"tbl_Model_Parameters:ExpFactor",0,"Qbh"
"Shower","Exposure","Exchange rate","Qsb","[L/min]","Volumetric exchange rate between the shower and the bathroom","100",172,"Derived from data in McKone","Constant",,,"100",,"tbl_Model_Parameters:ExpFactor",0,"Qsb"
"Shower","Exposure","Exposure time","ShowerStallTime","[min]","Time in shower stall after showering","Run Specific",,,"Distribution",,,"0",,"Exposure_constant",0,"ShowerStallTime"
"Shower","Exposure","Exposure time","ShowerTime","[min]","Time in shower stall during shower","Run Specific",,,"Distribution",,,"15",,"Exposure_constant",0,"ShowerTime"
"Shower","Exposure","Exposure time","T_bathroom","[min]","Time spent in bathroom, not in shower","Run Specific",,,"Distribution",,,"5",,"Exposure_constant",0,"T_bathroom"
"Shower","Exposure","Shower properties","DropDiam","[cm]","Diameter of shower water droplet","0.098",145,,"Constant",,,"0.098",,"tbl_Model_Parameters:ExpFactor",0,"DropDiam"
"Shower","Exposure","Shower properties","DropVel","[cm/sec]","Terminal velocity of water droplet","400",145,,"Constant",,,"400",,"tbl_Model_Parameters:ExpFactor",0,"DropVel"
"Shower","Exposure","Shower properties","NozHeight","[m]","Height of shower head","1.8",173,,"Constant",,,"1.8",,"tbl_Model_Parameters:ExpFactor",0,"NozHeight"
"Shower","Exposure","Shower properties","ShowerRate","[L/min]","Rate of water flow from shower head","10",173,"Derived from data in Little","Constant",,,"10",,"tbl_Model_Parameters:ExpFactor",0,"ShowerRate"
"Shower","Exposure","Shower properties","Vs","[m3]","Volume of shower","2",172,,"Constant",,,"2",,"tbl_Model_Parameters:ExpFactor",0,"Vs"
"Source","Chemical",,"CTPwaste","[ug/g WW]","Wet biosolids concentration","Chemical Specific",,"must be nonzero; max is 4E+5 which corresponds to DW conc of 1E+6 at 40% moisture","Distribution",0.00,400000.0,"25",,"Chemical_constant",0,"CTPwaste"
"Source","Chemical","Chemical Property","AntB","[C, atm]","Antoine's vapor pressure equation coefficient B","Chemical specific",,"default -9999","Constant",-9999.00,1.0e+06,"-9999",,"Chemical_constant",0,"AntB"
"Source","Chemical","Chemical Property","AntC","[C, atm]","Antoine's vapor pressure equation coefficient C","Chemical specific",,"default -9999","Constant",-9999.00,1.0e+06,"-9999",,"Chemical_constant",0,"AntC"
"Source","Chemical","Chemical Property","ChemFracNeutral","[fraction]","Fraction of chemical concentration in the neutral species at a given pH and temperature","1",144,,"Constant",,,"1",,"tbl_Model_Parameters:Chem",0,"ChemFracNeutral"
"Source","Chemical","Chemical Property","ChemTemp","[C]","Temperature","25",143,,"Constant",,,"25",,"tbl_Model_Parameters:Chem",1,"ChemTemp"
"Source","Chemical","Chemical Property","Pc","[atm]","Critical pressure","Chemical specific",,"default -9999","Constant",-9999.00,1.0e+06,"-9999",,"Chemical_constant",0,"Pc"
"Source","Chemical","Chemical Property","tc","[deg C]","Critical temperature","Chemical specific",,"default -9999","Constant",-9999.00,10000.00,"-9999",,"Chemical_constant",0,"tc"
"Source","Model",,"DailyOutput","NA","Prompts source model to provide daily outputs; 0 = no, 1 = yes","1",146,,"Constant",,,"1",,"tbl_Model_Parameters:System",0,"DailyOutput"
"Source","Model",,"Debug","NA","Prompts source model if running in debug model; 0 = no, 1 = yes","0",146,,"Constant",,,"0",,"tbl_Model_Parameters:System",0,"Debug"
"Source","Model",,"InputDB","NA","Location of input data for source model runs","C:\Users\LYUAN\OneDrive - Environmental Protection Agency (EPA)\Desktop\work\bst\code\BST\BST_v1-1m-",,,"Constant",,,"C:\Users\LYUAN\OneDrive - Environmental Protection Agency (EPA)\Desktop\work\bst\code\BST\BST_v1-1m-",,"tbl_Model_Parameters:System",0,"InputDB"
"Source","Model",,"MetDir","NA","Location of meteorological data for the source model","C:\Users\LYUAN\OneDrive - Environmental Protection Agency (EPA)\Desktop\work\bst\code\BST\HWIR\MetDa",,,"Constant",,,"C:\Users\LYUAN\OneDrive - Environmental Protection Agency (EPA)\Desktop\work\bst\code\BST\HWIR\MetDa",,"tbl_Model_Parameters:System",0,"MetDir"
"Source","Model",,"OutputDB","NA","Location of output data for source model runs","C:\Users\LYUAN\OneDrive - Environmental Protection Agency (EPA)\Desktop\work\bst\code\BST\SOURCE_RES",,,"Constant",,,"C:\Users\LYUAN\OneDrive - Environmental Protection Agency (EPA)\Desktop\work\bst\code\BST\SOURCE_RES",,"tbl_Model_Parameters:System",0,"OutputDB"
"Waterbody",,,"Cd","[dimensionless]","Drag coefficient","0.0011",25,"needed for VVWM","Constant",,,"0.0011",,"tbl_Model_Parameters:WB",0,"Cd"
"Waterbody",,,"kappa","[dimensionless]","von Karman’s Constant","0.4",25,"needed for VVWM","Constant",,,"0.4",,"tbl_Model_Parameters:WB",0,"kappa"
"Waterbody",,,"lambda_z","[dimensionless]","Viscous sublayer thickness","4.0",25,"needed for VVWM","Constant",,,"4.0",,"tbl_Model_Parameters:WB",0,"lambda_z"
"Waterbody",,,"Mu_air","[g/cm-sec]","Air viscosity","0.000181",25,"needed for VVWM","Constant",,,"0.000181",,"tbl_Model_Parameters:WB",0,"Mu_air"
"Waterbody",,,"Mu_water","[g/cm-sec]","Water viscosity","0.0169",25,"needed for VVWM","Constant",,,"0.0169",,"tbl_Model_Parameters:WB",0,"Mu_water"
"Waterbody",,,"NumSWYear","[years]","Number of years to model the waterbody","50",146,,"Constant",,,"50",,"tbl_Model_Parameters:System",0,"NumSWYear"
"Waterbody",,,"Rho_air","[g/cm3]","Air density","0.0012",25,"needed for VVWM","Constant",,,"0.0012",,"tbl_Model_Parameters:WB",0,"Rho_air"
"Waterbody",,,"Rho_water","[g/cm3]","Water density","1.0",25,"needed for VVWM","Constant",,,"1.0",,"tbl_Model_Parameters:WB",0,"Rho_water"
"Waterbody",,,"Thlc","[deg K]","Temperature of Henry's Law Constant","293",25,"needed for VVWM","Constant",,,"293",,"tbl_Model_Parameters:WB",0,"Thlc"
"Waterbody",,,"TSSwc","[mg/L]","TSS in water column","30",143,"was TSSdefault; changed for VVWM","Constant",,,"30",,"tbl_Model_Parameters:System",0,"TSSwc"
"Waterbody",,,"Twater","[deg K]","Waterbody temperature","298",25,"needed for VVWM","Constant",,,"298",,"tbl_Model_Parameters:WB",0,"Twater"
"Waterbody","Chemical","Chemical Property","temp_ref_anae_all","[C]","Reference temperature for benthic degradation","Chemical specific",,"added for VVWM","Constant",0.00,100.00,"25",,"Chemical_constant",0,"temp_ref_anae_all"
"Waterbody","Chemical","Chemical Property","Heat_of_Henry","[J/mol]","Enthalpy of phase transformation from aqueous solution to air solution","Chemical specific",,"added for VVWM","Constant",0.00,100000.0,"54000",,"Chemical_constant",0,"Heat_of_Henry"
"Waterbody",,,"burialflag","NA","Sediment burial flag: true = burial occuring and removing chemical","TRUE",,"added for VVWM","Constant",,,"TRUE",,"tbl_Model_Parameters:WB",0,"burialflag"
"Waterbody",,,"D_over_dx_3","[m/s]","Mass transfer coefficient (m/s) as defined by D/?x in Eqn . 46 (index reservoir)","Specific",,"added for VVWM",,,,"",,"Fate_constant:Constant",0,"D_over_dx_3"
"Waterbody",,,"D_over_dx_5","[m/s]","Mass transfer coefficient (m/s) as defined by D/?x in Eqn . 46 (farm pond)","Specific",,"added for VVWM",,,,"",,"Fate_constant:Constant",0,"D_over_dx_5"
"Waterbody",,,"bulk_density","[g/mL]","Bulk density of benthic region (g/mL). Mass of solids per total volume.","1.85",,"added for VVWM","Constant",,,"1.85",,"tbl_Model_Parameters:WB",0,"bulk_density"
"Waterbody",,,"DOC2","[mg/L]","Concentration of dissolved organic carbon in benthic region (mg/L)","5",,"added for VVWM","Constant",,,"5",,"tbl_Model_Parameters:WB",0,"DOC2"
"Waterbody",,,"BNMAS","[g/m2]","Areal concentration of biota in benthic region (g/m2)","0.006",,"added for VVWM","Constant",,,"0.006",,"tbl_Model_Parameters:WB",0,"BNMAS"
"Waterbody",,,"DFAC","[dimensionless]","Photolysis parameter defined in eqn. 23","1.19",,"added for VVWM","Constant",,,"1.19",,"tbl_Model_Parameters:WB",0,"DFAC"
"Waterbody",,,"CHL","[mg/L]","Chlorophyll concentration in water column (mg/L)","0.005",,"added for VVWM","Constant",,,"0.005",,"tbl_Model_Parameters:WB",0,"CHL"
"Waterbody",,,"FROC1","[dimensionless]","Fraction of organic carbon on suspended sediment in water column.","0.04",,"added for VVWM","Constant",,,"0.04",,"tbl_Model_Parameters:WB",0,"FROC1"
"Waterbody",,,"DOC1","[mg/L]","Concentration of dissolved organic carbon in water column (mg/L)","5",,"added for VVWM","Constant",,,"5",,"tbl_Model_Parameters:WB",0,"DOC1"
"Waterbody",,,"PLMAS","[mg/L]","Concentration of suspended biota (biomass) in water column (mg/L)","0.4",,"added for VVWM","Constant",,,"0.4",,"tbl_Model_Parameters:WB",0,"PLMAS"
"Waterbody",,,"flow_averaging","[days]","Number of days that are used to average the influent water flow. If = 0, then the flow rate to be used in the program is the average flow rate of the entire simulation.","30",,"added for VVWM","Constant",,,"30",,"tbl_Model_Parameters:WB",0,"flow_averaging"
"Waterbody",,,"baseflow","[m3/s]","Provides an additional constant flow through the waterbody m3/s","0",,"added for VVWM","Constant",,,"0",,"tbl_Model_Parameters:WB",0,"baseflow"
"Waterbody",,,"is_hed_files_made","NA","TRUE will produce the files specified in lines 75 to 80 (extra output files)","FALSE",,"added for VVWM","Constant",,,"FALSE",,"tbl_Model_Parameters:WB",0,"is_hed_files_made"
"Waterbody",,,"is_add_return_frequency","NA","Is alternative return frequency to be used in addition to the 10 year return default for output?","FALSE",,"added for VVWM","Constant",,,"FALSE",,"tbl_Model_Parameters:WB",0,"is_add_return_frequency"
"Waterbody",,,"additional_return_frequency","NA","Alternative return frequency to be used in addition to the 10 year return default for output",,,"added for VVWM","Constant",,,"",,"tbl_Model_Parameters:WB",0,"additional_return_frequency"
"Waterbody",,,"is_calc_prben","NA","TRUE means use the varying distribution method, FALSE means use fixed distribution; Xd in equation 40 and 41, is dummy number if is_calc_prben set to TRUE","TRUE",,"added for VVWM","Constant",,,"TRUE",,"tbl_Model_Parameters:WB",0,"is_calc_prben"
"Waterbody",,,"PRBEN","[dimensionless]","PRBEN value entered in input used to calculate fraction; Kd based on foc and Koc (Used in CoreCalclations.F90 and MassInputs.F90)","0.5",,"added for VVWM","Constant",,,"0.5",,"tbl_Model_Parameters:WB",0,"PRBEN"
"Media","Chemical","Chemical Property","Kaer","(1/day)","Aerobic biodegradation rate (surface-water column)","Chemical Specific",,"default 0; added for VVWM","Constant",0.00,100.00,"0.495",,"Chemical_constant",0,"Kaer"
"Media","Chemical","Chemical Property","Kpo","(1/day)","Photolysis degradation rate in the surface of the water column","Chemical Specific",,"default 0; added for VVWM","Constant",0.00,100.00,"0.0693",,"Chemical_constant",0,"Kpo"
"Waterbody","Chemical","Chemical Property","temp_ref_aer_all","[C]","Reference temperature for water column degradation","Chemical specific",,"added for VVWM","Constant",0.00,100.00,"25",,"Chemical_constant",0,"temp_ref_aer_all"
"Source","SI","SI","bio_yield","[g/g]","Biomass yield","0.6",143,,"Constant",,,"0.6",,"tbl_Model_Parameters:SI",0,"Biomass yield"
"Source","SI","SI","CBOD","[g/cm3]","BOD (influent)","0.000005",143,,"Constant",,,"0.000005",,"tbl_Model_Parameters:SI",0,"CBOD"
"Source","SI","SI","d_imp","[cm]","Impeller diameter","0",143,,"Constant",,,"0",,"tbl_Model_Parameters:SI",0,"d_imp"
"Source","SI","SI","d_liner","[m]","Thickness of liner","Specific",,,,,,"",,"Fate_constant:SI",0,"d_liner"
"Source","SI","SI","d_setpt","[fraction]","Fraction of SI occupied by sediments (max)","0.5",143,,"Constant",,,"0.5",,"tbl_Model_Parameters:SI",0,"d_setpt"
"Source","SI","SI","d_wmu","[m]","Depth (SI)","2",143,,"Constant",,,"2",,"tbl_Model_Parameters:SI",0,"d_wmu"
"Source","SI","SI","DBGS","[m]","Depth Below Ground Surface","0",143,,"Constant",,,"0",,"tbl_Model_Parameters:SI",0,"DBGS"
"Source","SI","SI","dmeanTSS","[cm]","Particle diameter","0.001",143,,"Constant",,,"0.001",,"tbl_Model_Parameters:SI",0,"dmeanTSS"
"Source","SI","SI","EconLife","[year]","Economic life of a SI","50",143,,"Constant",,,"50",,"tbl_Model_Parameters:SI",0,"EconLife"
"Source","SI","SI","F_aer","[fraction]","Fraction surface area-turbulent","0",143,,"Constant",,,"0",,"tbl_Model_Parameters:SI",0,"F_aer"
"Source","SI","SI","hydc_liner","[m/s]","Saturated conductivity of liner","Specific",,,,,,"",,"Fate_constant:SI",0,"hydc_liner"
"Source","SI","SI","hydc_sed","[m/s]","Hydraulic conductivity (sediment layer)","0.0000005",143,,"Constant",,,"0.0000005",,"tbl_Model_Parameters:SI",0,"hydc_sed"
"Source","SI","SI","Infil_CompLiner","[m/d]","Composite Liner Infiltration (m/d)","Specific",,,,,,"",,"Fate_constant:SI",0,"Infil_CompLiner"
"Source","SI","SI","J","[lb O2/h-hp]","Oxygen transfer factor","3",143,,"Constant",,,"3",,"tbl_Model_Parameters:SI",0,"J"
"Source","SI","SI","k_dec","[1/s]","Digestion rate of sediments","0.0000007",143,,"Constant",,,"0.0000007",,"tbl_Model_Parameters:SI",0,"k_dec"
"Source","SI","SI","kba1","[dimensionless]","Biologically active solids/total solids ratio","0.4",143,,"Constant",,,"0.4",,"tbl_Model_Parameters:SI",0,"kba1"
"Source","SI","SI","LinerALPHA","[1/cm]","Soil retention parameter alpha (liner)","0.008",143,,"Constant",,,"0.008",,"tbl_Model_Parameters:SI",0,"LinerALPHA"
"Source","SI","SI","LinerBETA","[dimensionless]","Soil retention parameter beta (liner)","1.09",143,,"Constant",,,"1.09",,"tbl_Model_Parameters:SI",0,"LinerBETA"
"Source","SI","SI","LinerType","NA","Liner type (0=no liner, 1=soil liner, 2=DL)","Specific",,"Current value stored in temp field",,,,"",,"tbl_Model_Parameters:System",0,"LinerType"
